C=Cc1ccccc1,373
C=Cc1ccc(cc1)F,376
C=Cc1cc(F)ccc1F,374
C=Cc1ccc(cc1)Cl,398
OC(=O)C=C,374
FC(F)C(F)(F)COC(=O)C(=C),249
C=CC(=O)OC(C)(C)C,311
CCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=C,311
CCCCCCCCOC(=O)C=C,208
CCCCC(COC(=O)C=C)CC,221
C=CC(=O)OC1CCCCC1,289
C=CC(=O)OCC#N,296
CCOC(=O)C(=C)Cl,366
CCCCOC(=O)C(=C)Cl,330
C=CC(=O)NC(C)(C)C,401
CCCCCCCCNC(=O)C=C,220
C=CC(=O)NC(C)C,403
OC(=N)C=C,438
C=CC#N,383
CC(=C)C#N,388
CCCCOC(=O)C(=C)C#N,374
CCCCCCOC(=O)C(=C)C#N,359
FC(=C)F,242
FC(=C(F)F)Cl,360
OC(=O)c1ccc(cc1)C(=O)O.OCCCO,327
OC(=O)CCC(=O)O.OCCCO,232
OC(=O)CCCCC(=O)O.OCCCO,215
OC(=O)C(O)C,332
CC1CC(=O)O1,276
OC(=O)CCC(=O)O.OCCCCCCO,220
OC(=O)CCCCCCCCC(=O)O.OCCCCCCO,213
O=C1OCC(=O)OC1,312
OC(=O)c1ccc(cc1)C(=O)O.OCCO,344
OC(=O)c1ccccc1C(=O)O.OCCO,297
OC(=O)c1cccc(c1)C(=O)O.OCCO,324
OC(=O)c1ccc(cc1)C(=O)O.OCC1CCC(CC1)CO,364
O=C1CCCCCO1,208
OC(=O)CCC(=O)O.OCCO,267
OC(=O)CCCCCCCCC(=O)O.OCCO,244
OC(=O)c1ccc(cc1)C(=O)O.OCCCCO,313
OC(=O)CCCCCCCCC(=O)O.OCCCCO,214
OC(=O)c1cccc(c1)C(=O)O.OCCCCO,297
OC(=O)CCCCC(=O)O.OCCCCO,202
OC(=O)c1cc(ccc1)C(=O)O.Oc1ccc(cc1)C(C)(C)c2ccc(cc2)O,462
C1C(CO1)(CCl)CCl,272
C1CCO1,197
C1CCCO1,189
CC1CO1,200
C1COCO1,209
CCCCCCOCC1CO1,189
C1CCCCOC1,204
O1CC1,225
ClCC1CO1,252
CCCCOCC1CO1,194
C=O,211
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,459
Oc1ccc(cc1)c1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,482
Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl.Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)O,489
Oc1ccc(cc1)O.Clc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Cl,479
CC=C.[C-]#[O+],312
c1cc(ccc1C(=O)Cl)C(=O)Cl.c1ccc(cc1)Oc2ccccc2,437
C=CC=C,268
CCC=CC=C,197
CC=CC=C,204
C1CC=CC1,178
NCCCCCCCCCN.ClC(=O)c1ccc(cc1)C(=O)Cl,394
Nc1cc(ccc1)N.ClC(=O)c1cc(ccc1)C(=O)Cl,537
Nc1ccc(cc1)N.ClC(=O)c1ccc(cc1)C(=O)Cl,600
OC(=O)CCCCCCCCC(=O)O.NCCCCCCCCCCN,323
NCCCCCCN.OC(=O)CCCCCCCCCCC(=O)O,319
OC(=O)CCCCCCCCC(=O)O.NCCCCCCN,323
OC(=O)CCCCCCCC(=O)O.NCCCCCCN,332
NCCCCCCN.OC(=O)CCCCC(=O)O,324
NCCCCCCCCCCCC(=O)O,313
NCCCCCCCCCC(=O)O,315
O=C1CCCCCN1,324
C1CNC1=O,384
COCC1CO1,211
C=C.[C-]#[O+],291
C=Cc1ccc(CCOC)cc1,359
C=CC(=O)Oc2ccc(c1ccccc1)cc2,383
C=CC(=O)O/C/1=C/C=C\C=Cl1,326
C=CC(=O)OCCCOCC,218
C=CC(=O)OCC(C)C,249
C=CC(=O)OCC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)F,224
C=CC(=O)OCC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,205
C=CC(=O)Oc1ccc(Cl)cc1Cl,333
CC(C)OC(=O)C=C,270
C=Cc1ccc(CCOC)cc1,359
C=Cc1ccc(C(=O)OC(C)C)cc1,368
C=Cc2ccc(Cc1ccc(OC)cc1)cc2,376
C=CC(=O)OCc1ccccc1,279
C=CC(=O)OCC(C)C(C)CC,258
C=CC(=O)OCCC(C)C,228
CC(=C)C(=O)OCCc1ccccc1,270
C=CC(=O)Oc1ccc(C(=O)OCC)cc1,310
C=Cc1ccc(COC)cc1,350
C=Cc1ccc(cc1)Br,411
C=CC(=O)NC(C)CC,390
CCCCCCCCOC(=O)C(=C)C#N,322
OC(=O)c1ccc2c(c1)ccc(c2)C(=O)O.OCCO,392
OC(=O)CCC(=O)O.OCCCCO,237
C=CC(=O)OC(F)(C(F)(F)F)C(F)(F)F,283
CCCOC(=O)C(=C)Cl,344
