CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],3.322219295,CCCCCCCCCCCCCCOSOOONa,21
CCCCCCCCCCOCCS(=O)(=O)[O-].[Na+],4.201397124,CCCCCCCCCCOCCSOOONa,19
CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],3.591064607,CCCCCCCCCCCCOCCOSOOONa,22
CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],3.462397998,CCCCCCCCCCCCOCCOCCOSOOONa,25
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],1.397940009,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOSOOONa,38
CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],1.934498451,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOSOOONa,38
CCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],5.230448921,CCCCCCOCOCSOOONa,16
CCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],4.819543936,CCCCCCCCOCOCSOOONa,18
CCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+],4.342422681,CCCCCCCCCCOCOCSOOONa,20
CCCCOC(=O)CC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],5.301029996,CCCCOCOCCCOOCCCCSOOONa,22
CCCCCOC(=O)CC(C(=O)OCCCCC)S(=O)(=O)[O-].[Na+],4.72427587,CCCCCOCOCCCOOCCCCCSOOONa,24
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+],3.397940009,CCCCCCCCOCOCCCOOCCCCCCCCSOOONa,30
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+],2.959041392,CCCCCCCCOCOCCCOOCCCCCCCCSOOONa,30
CCCCCCCCCCCCC(C(=O)OCC)S(=O)(=O)[O-].[Na+],3.352182518,CCCCCCCCCCCCCCOOCCSOOONa,24
CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],3.130333768,CCCCCCCCCCCCCCOOCCCCSOOONa,26
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],4.462397998,OCOCFFCFFCFFCFFCFFCFFCFFFK,26
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],4.477121255,OCOCFFCFFCFFCFFCFFCFFCFFFNa,27
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],4.51851394,OCOCFFCFFCFFCFFCFFCFFCFFFLi,27
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[Na+],4.477121255,OCOCFFCFFCFFCFFCFCFFFCFFFNa,27
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],3.69019608,OCOCFFCFFCFFCFFCFFCFFCFFCFFFLi,30
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],3.799340549,OSOOCFFCFFCFFCFFCFFCFFCFFCFFFLi,31
CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-].[Na+],3.146128036,CCCCCCOCOCCCOOCCCCCCSOOONa,26
